RSSI,PDR,Scenario
-63.96,0.01694302,2
-64.02,0.015363748,2
-64.09,0.013676403,2
-64.16,0.012145445,2
-64.23,0.010759959,2
-64.3,0.009509381,2
-64.36,0.008383537,2
-64.43,0.007510398,2
-64.5,0.006590649,2
-64.56,0.005880647,2
-64.63,0.005136216,2
-64.69,0.004564255,2
-64.75,0.003967386,2
-64.82,0.003510991,2
-64.88,0.003037,2
-64.95,0.002676321,2
-65.01,0.002303556,2
-65.08,0.002021299,2
-65.14,0.001770082,2
-65.2,0.001512319,2
-65.27,0.001318567,2
-65.33,0.001147289,2
-65.39,0.000972839,2
-65.45,0.000842688,2
-65.51,0.000728427,2
-65.57,0.000628337,2
-65.63,0.000540856,2
-65.69,0.000464566,2
-65.76,0.000398184,2
-65.81,0.000340554,2
-65.87,0.000290635,2
-65.93,0.000247495,2
-65.99,0.000210297,2
-66.05,0.000178298,2
-66.11,0.000150834,2
-66.17,0.000127318,2
-66.23,0.000107228,2
-66.29,9.28e-05,2
-66.34,7.78e-05,2
-66.4,6.51e-05,2
-66.46,5.44e-05,2
-66.52,4.53e-05,2
-66.57,3.88e-05,2
-66.63,3.22e-05,2
-66.69,2.67e-05,2
-66.74,2.27e-05,2
-66.8,1.87e-05,2
-66.85,1.54e-05,2
-66.91,1.31e-05,2
-66.96,1.07e-05,2
-67.02,9.03e-06,2
-67.07,7.36e-06,2
-67.12,6.2e-06,2
-67.17,5.21e-06,2
-67.22,4.37e-06,2
-67.26,3.79e-06,2
-67.31,3.17e-06,2
-67.36,2.65e-06,2
-67.4,2.29e-06,2
-67.45,1.91e-06,2
-67.5,1.59e-06,2
-67.54,1.37e-06,2
-67.59,1.13e-06,2
-67.64,9.37e-07,2
-67.69,7.74e-07,2
-67.74,6.63e-07,2
-67.78,5.46e-07,2
-67.83,4.49e-07,2
-67.88,3.69e-07,2
-67.93,3.02e-07,2
-67.99,2.47e-07,2
-68.04,1.94e-07,2
-68.1,1.58e-07,2
-68.16,1.23e-07,2
-68.21,9.99e-08,2
-68.27,7.76e-08,2
-68.31,6.27e-08,2
-68.36,5.06e-08,2
-68.41,4.08e-08,2
-68.46,3.43e-08,2
-68.5,2.75e-08,2
-68.55,2.21e-08,2
-68.58,1.77e-08,2
-68.61,1.62e-08,2
-68.64,1.41e-08,2
-68.67,1.18e-08,2
-68.7,1.03e-08,2
-68.74,8.98e-09,2
-68.77,7.83e-09,2
-68.81,6.51e-09,2
-68.84,5.67e-09,2
-68.86,4.7e-09,2
-68.89,4.28e-09,2
-68.91,3.72e-09,2
-68.94,3.39e-09,2
-68.97,2.94e-09,2
-68.99,2.67e-09,2
-69.02,2.32e-09,2
-69.04,2.01e-09,2
-69.05,1.91e-09,2
-69.06,1.82e-09,2
-69.07,1.66e-09,2
-69.08,1.58e-09,2
-69.1,1.5e-09,2
-69.11,1.43e-09,2
-69.11,1.3e-09,2
-69.11,1.3e-09,2
-69.12,1.3e-09,2
-69.12,1.3e-09,2
-69.12,1.24e-09,2
-69.13,1.24e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.12e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.12e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.13,1.18e-09,2
-69.14,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.13,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.18e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.15,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.15,1.12e-09,2
-69.15,1.12e-09,2
-69.15,1.12e-09,2
-69.15,1.12e-09,2
-69.15,1.12e-09,2
-69.15,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.12e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,2.35e-117,2
-69.14,1.18e-09,2
-69.14,2.54e-117,2
-69.14,2.54e-117,2
-69.14,1.18e-09,2
-69.14,1.18e-09,2
-69.14,2.98e-117,2
-61.01,0.340006854,2
-61.02,2.2200000000000002e-85,2
-61.02,2.45e-85,2
-61.02,0.340006854,2
-61.02,0.338047206,2
-61.02,2.71e-85,2
-61.02,0.338047206,2
-61.02,2.99e-85,2
-61.02,0.340006854,2
-61.02,0.338047206,2
-61.02,3.65e-85,2
-61.01,0.340006854,2
-61.01,4.0300000000000003e-85,2
-61.01,4.4500000000000003e-85,2
-61.01,0.340006854,2
-61.01,0.340006854,2
-61.01,4.91e-85,2
-61.01,0.340006854,2
-61.02,5.43e-85,2
-61.01,0.338047206,2
-61.02,0.338047206,2
-61.02,6.62e-85,2
-61.02,0.340006854,2
-61.02,7.31e-85,2
-61.02,8.08e-85,2
-61.02,0.338047206,2
-61.02,0.338047206,2
-61.02,8.92e-85,2
-61.02,0.338047206,2
-61.02,9.85e-85,2
-61.02,0.338047206,2
-61.02,0.338047206,2
-61.02,1.09e-84,2
-61.02,0.336090507,2
-61.03,1.09e-84,2
-61.03,1.2e-84,2
-61.03,0.334136812,2
-61.03,0.334136812,2
-61.04,1.2e-84,2
-61.04,0.332186177,2
-61.04,1.2e-84,2
-61.05,0.330238656,2
-61.05,0.330238656,2
-61.05,1.33e-84,2
-61.06,0.328294303,2
-61.06,1.33e-84,2
-61.07,1.47e-84,2
-61.07,0.328294303,2
-61.07,0.328294303,2
-61.08,1.79e-84,2
-61.08,0.328294303,2
-61.08,1.98e-84,2
-61.07,0.328294303,2
-61.07,0.328294303,2
-61.07,2.41e-84,2
-61.07,0.328294303,2
-61.08,2.66e-84,2
-61.07,0.330238656,2
-61.07,0.330238656,2
-61.07,3.25e-84,2
-61.07,0.330238656,2
-61.07,3.25e-84,2
-61.06,3.97e-84,2
-61.07,0.328294303,2
-61.07,0.330238656,2
-61.06,4.38e-84,2
-61.07,0.328294303,2
-61.07,4.38e-84,2
-61.07,0.328294303,2
-61.07,0.326353174,2
-61.07,4.84e-84,2
-61.07,0.326353174,2
-61.07,5.35e-84,2
-61.08,0.326353174,2
-61.08,0.326353174,2
-61.08,5.91e-84,2
-61.08,0.326353174,2
-61.08,6.53e-84,2
-61.08,7.22e-84,2
-61.09,0.324415321,2
-61.09,0.326353174,2
-61.08,7.9699999999999995e-84,2
-61.08,0.324415321,2
-61.08,9.729999999999999e-84,2
-61.08,0.326353174,2
-61.09,0.324415321,2
-61.09,9.729999999999999e-84,2
-61.08,0.324415321,2
-61.09,1.19e-83,2
-61.09,0.324415321,2
-61.08,0.324415321,2
-61.09,1.31e-83,2
-61.09,0.324415321,2
-61.09,1.45e-83,2
-61.09,0.324415321,2
-61.09,0.324415321,2
-61.09,1.6e-83,2
-61.09,0.324415321,2
-61.09,1.77e-83,2
-61.09,0.324415321,2
-61.09,0.326353174,2
-61.09,2.16e-83,2
-61.09,0.324415321,2
-61.09,2.39e-83,2
-61.09,2.39e-83,2
-61.09,0.3224808,2
-61.09,0.318621967,2
-61.09,1.6e-83,2
-61.09,0.307130985,2
-61.09,8.81e-84,2
-61.09,0.29389894,2
-61.09,0.284571548,2
-61.09,2.66e-84,2
-61.1,0.264448768,2
-61.12,8.92e-85,2
-61.15,0.244924015,2
-61.18,0.232837642,2
-61.22,1.4900000000000002e-85,2
-61.26,0.209518211,2
-61.3,4.13e-86,2
-61.35,0.185888746,2
-61.41,0.173894614,2
-61.47,4.71e-87,2
-61.53,0.151236375,2
-61.59,9.78e-88,2
-61.66,0.130410563,2
-61.73,0.11951812,2
-61.8,9.32e-89,2
-61.88,0.100568994,2
-61.96,1.96e-89,2
-62.04,0.083728969,2
-62.12,0.076519988,2
-62.2,1.8999999999999998e-90,2
-62.29,0.062672911,2
-62.37,4.04e-91,2
-62.45,0.050738648,2
-62.54,0.045151124,2
-62.63,3.9899999999999996e-92,2
-62.71,0.035882107,2
-62.79,8.6e-93,2
-62.88,0.028158432,2
-62.96,0.025010708,2
-63.05,8.68e-94,2
-63.14,0.019558671,2
-63.22,1.8899999999999998e-94,2
-63.3,0.014865042,2
-63.39,0.013001773,2
-63.47,2.36e-95,2
-63.56,0.009853523,2
-63.64,5.72e-96,2
-63.72,0.007510398,2
-63.81,0.006467462,2
-63.89,7.25e-97,2
-63.97,0.004842946,2
-64.05,1.96e-97,2
-64.13,0.003510991,2
-64.21,0.003037,2
-64.29,2.52e-98,2
-64.37,0.002205831,2
-64.44,6.8900000000000006e-99,2
-64.52,0.001582319,2
-64.59,0.001349234,2
-64.67,1.09e-99,2
-64.75,0.000949966,2
-64.82,3.01e-100,2
-64.9,0.000676712,2
-64.97,0.000568706,2
-65.05,5.28e-101,2
-65.12,0.000398184,2
-65.2,1.6199999999999998e-101,2
-65.27,0.000275545,2
-65.34,0.000234474,2
-65.41,3.45e-102,2
-65.48,0.000178298,2
-65.55,1.67e-102,2
-65.62,0.000142584,2
-65.69,0.000130986,2
-65.76,8.130000000000001e-103,2
-65.83,0.000113573,2
-65.89,6.2e-103,2
-65.94,5.670000000000001e-103,2
-65.99,0.000101212,2
-66.03,0.000101212,2
-66.07,6.2e-103,2
-66.1,0.000101212,2
-66.13,6.79e-103,2
-66.15,0.000101212,2
-66.17,0.000101212,2
-66.18,7.430000000000001e-103,2
-66.19,0.000101212,2
-66.19,8.130000000000001e-103,2
-66.19,0.000101212,2
-66.19,9.83e-05,2
-66.19,8.130000000000001e-103,2
-66.19,9.83e-05,2
-66.19,8.900000000000001e-103,2
-66.2,9.83e-05,2
-66.2,9.83e-05,2
-66.19,9.74e-103,2
-66.2,9.83e-05,2
-66.2,1.07e-102,2
-66.2,9.83e-05,2
-66.2,9.55e-05,2
-66.2,1.17e-102,2
-66.2,9.55e-05,2
-66.2,1.28e-102,2
-66.2,9.55e-05,2
-66.2,9.55e-05,2
-66.2,1.4e-102,2
-66.21,9.55e-05,2
-66.21,1.53e-102,2
-66.21,9.55e-05,2
-66.21,9.55e-05,2
-66.21,1.67e-102,2
-66.21,9.55e-05,2
-66.21,1.83e-102,2
-66.21,9.55e-05,2
-66.21,9.28e-05,2
-66.21,2.01e-102,2
-66.21,9.28e-05,2
-66.21,2.01e-102,2
-66.21,9.28e-05,2
-66.21,9.28e-05,2
-66.21,2.2e-102,2
-66.22,9.28e-05,2
-66.22,2.4e-102,2
-66.22,9.28e-05,2
-66.22,9.01e-05,2
-66.22,2.63e-102,2
-66.22,9.01e-05,2
-66.22,2.88e-102,2
-66.22,9.01e-05,2
-66.22,3.15e-102,2
-66.23,3.15e-102,2
-66.22,3.45e-102,2
-66.23,9.01e-05,2
-66.23,9.01e-05,2
-66.23,3.78e-102,2
-66.23,9.01e-05,2
-66.23,4.14e-102,2
-66.23,9.01e-05,2
-66.23,9.01e-05,2
-66.23,4.53e-102,2
-66.23,9.01e-05,2
-66.23,4.96e-102,2
-66.23,9.01e-05,2
-66.23,9.01e-05,2
-66.23,5.95e-102,2
-66.24,9.01e-05,2
-66.23,6.51e-102,2
-66.23,9.01e-05,2
-66.23,9.01e-05,2
-66.23,7.13e-102,2
-66.23,9.01e-05,2
-66.23,7.81e-102,2
-66.23,9.01e-05,2
-66.23,9.28e-05,2
-66.23,9.36e-102,2
-66.23,9.28e-05,2
-66.23,1.03e-101,2
-66.23,9.28e-05,2
-48.38,0.999999895,1
-49.14,0.999999465,1
-49.92,0.999997415,1
-50.69,0.999988835,1
-51.46,0.999958016,1
-52.2,0.999858443,1
-52.93,0.999585738,1
-53.62,0.998900546,1
-54.31,0.997421527,1
-54.98,0.994386385,1
-55.62,0.988580487,1
-56.24,0.978380934,1
-56.84,0.961995734,1
-57.42,0.937005912,1
-57.98,0.901133506,1
-58.53,0.852581908,1
-59.0,0.790570729,1
-59.45,0.722077908,1
-59.88,0.64867906,1
-60.27,0.568692586,1
-60.59,0.489269509,1
-60.83,0.424234944,1
-60.95,0.375721604,1
-61.03,0.351823595,1
-61.08,0.338047206,1
-61.15,0.326353174,1
-61.22,0.312860043,1
-61.28,0.299545818,1
-61.35,0.288289592,1
-61.43,0.275354648,1
-61.51,0.260852543,1
-61.59,0.246672699,1
-61.64,0.234547435,1
-61.7,0.224375222,1
-61.74,0.214415727,1
-61.77,0.20789812,1
-61.8,0.203075554,1
-61.81,0.199892256,1
-61.81,0.196734647,1
-61.81,0.196734647,1
-61.81,0.196734647,1
-61.82,0.196734647,1
-61.82,0.195165552,1
-61.83,0.195165552,1
-61.83,0.195165552,1
-61.83,0.193602969,1
-61.84,0.193602969,1
-61.84,0.193602969,1
